"","datetime","X","date","ph","Station","TideHeight"
"1563",2017-02-02 13:00:00,780,"2017-02-02",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05064168297648
"1569",2017-02-02 16:00:00,783,"2017-02-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41983423657128
"1571",2017-02-02 17:00:00,784,"2017-02-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30978432935831
"1573",2017-02-02 18:00:00,785,"2017-02-02",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07354157354106
"1591",2017-02-03 03:00:00,794,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71088135138553
"1593",2017-02-03 04:00:00,795,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84673910047198
"1595",2017-02-03 05:00:00,796,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81403601891417
"1597",2017-02-03 06:00:00,797,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60446779895777
"1599",2017-02-03 07:00:00,798,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26759806108307
"1615",2017-02-03 15:00:00,806,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07862930616578
"1617",2017-02-03 16:00:00,807,"2017-02-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23970730542301
"1637",2017-02-04 02:00:00,817,"2017-02-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25909163363016
"1639",2017-02-04 03:00:00,818,"2017-02-04",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5510387468241
"1641",2017-02-04 04:00:00,819,"2017-02-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78370085111573
"1643",2017-02-04 05:00:00,820,"2017-02-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.89681910069056
"1669",2017-02-04 18:00:00,833,"2017-02-04",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26566461366233
"1671",2017-02-04 19:00:00,834,"2017-02-04",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29228870818447
"1689",2017-02-05 04:00:00,843,"2017-02-05",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61630372723413
"1691",2017-02-05 05:00:00,844,"2017-02-05",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84131965064418
"1693",2017-02-05 06:00:00,845,"2017-02-05",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.9475740402935
"1695",2017-02-05 07:00:00,846,"2017-02-05",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88300049302103
"1697",2017-02-05 08:00:00,847,"2017-02-05",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63331623866668
"1699",2017-02-05 09:00:00,848,"2017-02-05",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24245428697746
"1717",2017-02-05 18:00:00,857,"2017-02-05",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07391668345373
"1719",2017-02-05 19:00:00,858,"2017-02-05",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28074049603244
"1721",2017-02-05 20:00:00,859,"2017-02-05",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36981330031605
"1745",2017-02-06 08:00:00,871,"2017-02-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.93160524184055
"1747",2017-02-06 09:00:00,872,"2017-02-06",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65788903478162
"1749",2017-02-06 10:00:00,873,"2017-02-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22734956747195
"1767",2017-02-06 19:00:00,882,"2017-02-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08871049128507
"1769",2017-02-06 20:00:00,883,"2017-02-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35315712346986
"1771",2017-02-06 21:00:00,884,"2017-02-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47934553098036
"1773",2017-02-06 22:00:00,885,"2017-02-06",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43015659264499
"1775",2017-02-06 23:00:00,886,"2017-02-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23945267973043
"1785",2017-02-07 04:00:00,891,"2017-02-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11308738152629
"1787",2017-02-07 05:00:00,892,"2017-02-07",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40249611040633
"1789",2017-02-07 06:00:00,893,"2017-02-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.70231710942259
"1791",2017-02-07 07:00:00,894,"2017-02-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.94729824811329
"1817",2017-02-07 20:00:00,907,"2017-02-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16734382851161
"1819",2017-02-07 21:00:00,908,"2017-02-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46428773048335
"1827",2017-02-08 01:00:00,912,"2017-02-08",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00512257666199
"1839",2017-02-08 07:00:00,918,"2017-02-08",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74118848277565
"1841",2017-02-08 08:00:00,919,"2017-02-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.99785828965654
"1843",2017-02-08 09:00:00,920,"2017-02-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.10615130916628
"1847",2017-02-08 11:00:00,922,"2017-02-08",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63972551828907
"1849",2017-02-08 12:00:00,923,"2017-02-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1150373790248
"1867",2017-02-08 21:00:00,932,"2017-02-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29304027374662
"1897",2017-02-09 12:00:00,947,"2017-02-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.56453100156842
"1899",2017-02-09 13:00:00,948,"2017-02-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00375713881269
"1915",2017-02-09 21:00:00,956,"2017-02-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03910751012734
"1917",2017-02-09 22:00:00,957,"2017-02-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44060284377477
"1919",2017-02-09 23:00:00,958,"2017-02-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69764138821442
"1937",2017-02-10 08:00:00,967,"2017-02-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46976073008453
"1939",2017-02-10 09:00:00,968,"2017-02-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80505499919112
"1941",2017-02-10 10:00:00,969,"2017-02-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.04291646431117
"1943",2017-02-10 11:00:00,970,"2017-02-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.0897094610724
"1945",2017-02-10 12:00:00,971,"2017-02-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88335936952229
"1947",2017-02-10 13:00:00,972,"2017-02-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4396958511675
"1991",2017-02-11 11:00:00,994,"2017-02-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.00760828410788
"1993",2017-02-11 12:00:00,995,"2017-02-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",2.00167432840158
"1995",2017-02-11 13:00:00,996,"2017-02-11",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74578462883763
"1997",2017-02-11 14:00:00,997,"2017-02-11",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27841180999154
"2015",2017-02-11 23:00:00,1006,"2017-02-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39337301826156
"2017",2017-02-12 00:00:00,1007,"2017-02-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69224849290156
"2019",2017-02-12 01:00:00,1008,"2017-02-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7917068547341
"2039",2017-02-12 11:00:00,1018,"2017-02-12",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77464689533009
"2041",2017-02-12 12:00:00,1019,"2017-02-12",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.92178786053892
"2043",2017-02-12 13:00:00,1020,"2017-02-12",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86068938114691
"2063",2017-02-12 23:00:00,1030,"2017-02-12",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19269082607277
"2065",2017-02-13 00:00:00,1031,"2017-02-13",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54161966996008
"2085",2017-02-13 10:00:00,1041,"2017-02-13",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16513009106923
"2089",2017-02-13 12:00:00,1043,"2017-02-13",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69882048012468
"2091",2017-02-13 13:00:00,1044,"2017-02-13",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78957973931491
"2113",2017-02-14 00:00:00,1055,"2017-02-14",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3688445752632
"2115",2017-02-14 01:00:00,1056,"2017-02-14",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64391215760501
"2117",2017-02-14 02:00:00,1057,"2017-02-14",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76554079391648
"2137",2017-02-14 12:00:00,1067,"2017-02-14",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40371190002844
"2139",2017-02-14 13:00:00,1068,"2017-02-14",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58411860329407
"2141",2017-02-14 14:00:00,1069,"2017-02-14",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62711334854213
"2161",2017-02-15 00:00:00,1079,"2017-02-15",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20527345324843
"2163",2017-02-15 01:00:00,1080,"2017-02-15",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49912293502423
"2187",2017-02-15 13:00:00,1092,"2017-02-15",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30855066044538
"2189",2017-02-15 14:00:00,1093,"2017-02-15",7.3,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44468514841582
"2191",2017-02-15 15:00:00,1094,"2017-02-15",7.35,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45941202356957
"2193",2017-02-15 16:00:00,1095,"2017-02-15",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33508250861014
"2195",2017-02-15 17:00:00,1096,"2017-02-15",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09699932748197
"2209",2017-02-16 00:00:00,1103,"2017-02-16",7.55,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06324325727736
"2211",2017-02-16 01:00:00,1104,"2017-02-16",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34647809298649
"2213",2017-02-16 02:00:00,1105,"2017-02-16",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57853470728858
"2217",2017-02-16 04:00:00,1107,"2017-02-16",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67114520320872
"2219",2017-02-16 05:00:00,1108,"2017-02-16",7.55,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48578350649537
"2221",2017-02-16 06:00:00,1109,"2017-02-16",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19253018786038
"2237",2017-02-16 14:00:00,1117,"2017-02-16",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19280974778437
"2239",2017-02-16 15:00:00,1118,"2017-02-16",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30257097606311
"2241",2017-02-16 16:00:00,1119,"2017-02-16",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3144116833915
"2259",2017-02-17 01:00:00,1128,"2017-02-17",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19845925503328
"2261",2017-02-17 02:00:00,1129,"2017-02-17",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43781502935436
"2263",2017-02-17 03:00:00,1130,"2017-02-17",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61519407005852
"2267",2017-02-17 05:00:00,1132,"2017-02-17",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6057162015755
"2269",2017-02-17 06:00:00,1133,"2017-02-17",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39830843453566
"2271",2017-02-17 07:00:00,1134,"2017-02-17",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10846729976174
"2287",2017-02-17 15:00:00,1142,"2017-02-17",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07613003057571
"2311",2017-02-18 03:00:00,1154,"2017-02-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48905208925628
"2313",2017-02-18 04:00:00,1155,"2017-02-18",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62720639430834
"2315",2017-02-18 05:00:00,1156,"2017-02-18",7.55,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65616954169941
"2317",2017-02-18 06:00:00,1157,"2017-02-18",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55480396712153
"2319",2017-02-18 07:00:00,1158,"2017-02-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33615440147002
"2321",2017-02-18 08:00:00,1159,"2017-02-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0482930219353
"2339",2017-02-18 17:00:00,1168,"2017-02-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10710942985688
"2341",2017-02-18 18:00:00,1169,"2017-02-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17796039678848
"2357",2017-02-19 02:00:00,1177,"2017-02-19",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13535983815271
"2369",2017-02-19 08:00:00,1183,"2017-02-19",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29782765629084
"2371",2017-02-19 09:00:00,1184,"2017-02-19",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00045634742451
"2405",2017-02-20 02:00:00,1201,"2017-02-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00894998975939
"2407",2017-02-20 03:00:00,1202,"2017-02-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17170232114061
"2409",2017-02-20 04:00:00,1203,"2017-02-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36851785218321
"2415",2017-02-20 07:00:00,1206,"2017-02-20",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66042412046387
"2417",2017-02-20 08:00:00,1207,"2017-02-20",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5253153786913
"2419",2017-02-20 09:00:00,1208,"2017-02-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2703019477025
"2439",2017-02-20 19:00:00,1218,"2017-02-20",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13234387721612
"2457",2017-02-21 04:00:00,1227,"2017-02-21",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19595205059788
"2459",2017-02-21 05:00:00,1228,"2017-02-21",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40581116817571
"2465",2017-02-21 08:00:00,1231,"2017-02-21",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69546529656382
"2467",2017-02-21 09:00:00,1232,"2017-02-21",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52991494722183
