"","X","site.old","site.code","site","quad","month","day","year","date","survey.season","survey.month","tran.loc.m","cover","no.fuc.q","no.large.fuc.q","no.small.fuc.q","fuc.ht","covcl.repro","ww.veg","ww.repro","ww.recp","dw.veg","dw.repro","dw.recp","apices.repro","apices.veg","no.concept.recp","oog.conc.1","oog.conc.2","oog.conc.3","groove","notes","perc.ra","avg.oog","perc.rdw"
"439",439,"ND","PTC","Point Chauncey",6,9,12,2019,"9/12/2019","Summer 2019","19-Sep",8,4,4,0,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"440",440,"HS","HSB","Horseshoe Bay",1,7,16,2018,"7/16/2018","Summer 2018","18-Jul",1,28,25,5,20,NA,4,13.607,17.234,NA,3.588,2.277,NA,55,27,NA,NA,NA,NA,NA,"Lots of large ulva at site",67.0731707317073,NA,38.8235294117647
"441",441,"HS","HSB","Horseshoe Bay",6,7,16,2018,"7/16/2018","Summer 2018","18-Jul",10,11,6,2,4,NA,4,3.634,8.956,2.142,1.018,1.478,0.316,21,11,374,36,35,54,"Y","",65.625,41.6666666666667,59.2147435897436
"442",442,"ND","PTC","Point Chauncey",3,7,17,2018,"7/17/2018","Summer 2018","18-Jul",3,66,55,8,47,NA,4,41.853,21.448,NA,13.548,4.152,NA,133,251,NA,NA,NA,NA,NA,"",34.6354166666667,NA,23.4576271186441
"443",443,"ND","PTC","Point Chauncey",4,7,17,2018,"7/17/2018","Summer 2018","18-Jul",5,46,87,21,66,NA,4,4.128,1.358,NA,1.371,0.263,NA,14,34,NA,NA,NA,NA,NA,"",29.1666666666667,NA,16.0954712362301
"444",444,"ND","PTC","Point Chauncey",6,7,17,2018,"7/17/2018","Summer 2018","18-Jul",8,16,63,8,55,NA,4,12.083,4.187,NA,3.957,0.731,NA,30,74,NA,NA,NA,NA,NA,"",28.8461538461538,NA,15.5930034129693
"445",445,"ND","PTC","Point Chauncey",8,7,17,2018,"7/17/2018","Summer 2018","18-Jul",12,79,205,25,180,NA,4,0.349,4.185,NA,0.154,0.524,NA,8,2,NA,NA,NA,NA,NA,"",80,NA,77.2861356932153
"446",446,"PC","PCY","Paradise Cay",1,7,17,2018,"7/17/2018","Summer 2018","18-Jul",1,18,12,7,5,NA,4,9.752,5.292,0.518,3.114,0.978,NA,31,53,250,1,29,19,"N","",36.9047619047619,16.3333333333333,23.900293255132
"447",447,"BY","BYP","Brickyard Park",6,8,6,2018,"8/6/2018","Summer 2018","18-Aug",9,19,31,4,27,NA,4,18.18,2.488,NA,5.138,0.519,NA,19,103,NA,NA,NA,NA,NA,"",15.5737704918033,NA,9.17447410288139
"448",448,"BY","BYP","Brickyard Park",9,8,6,2018,"8/6/2018","Summer 2018","18-Aug",13,23,45,3,42,NA,4,3.673,0,NA,0.871,0,NA,0,21,NA,NA,NA,NA,NA,"",0,NA,0
"449",449,"BY","BYP","Brickyard Park",10,8,6,2018,"8/6/2018","Summer 2018","18-Aug",15,24,64,16,48,NA,4,18.718,11.565,NA,5.63,2.72,NA,35,61,NA,NA,NA,NA,NA,"",36.4583333333333,NA,32.5748502994012
"450",450,"HS","HSB","Horseshoe Bay",2,8,6,2018,"8/6/2018","Summer 2018","18-Aug",3,65,50,8,42,NA,4,10.88,15.082,0.584,3.935,2.346,0.894,53,31,264,21,13,24,"N","",63.0952380952381,19.3333333333333,37.3507403279733
"451",451,"HS","HSB","Horseshoe Bay",3,8,6,2018,"8/6/2018","Summer 2018","18-Aug",6,21,18,5,13,NA,4,8.637,24.888,0.828,2.465,3.864,0.136,69,0,228,9,23,26,"N","",100,19.3333333333333,61.0522989413809
"452",452,"HS","HSB","Horseshoe Bay",4,9,10,2018,"9/10/2018","Summer 2018","18-Sep",7,4,2,1,1,NA,4,5.737,1.629,NA,1.461,0.247,NA,3,14,NA,NA,NA,NA,NA,"",17.6470588235294,NA,14.4613583138173
"453",453,"HS","HSB","Horseshoe Bay",10,9,10,2018,"9/10/2018","Summer 2018","18-Sep",15,93,71,44,27,NA,4,12.393,5.452,NA,2.798,0.829,NA,16,27,NA,NA,NA,NA,NA,"",37.2093023255814,NA,22.8563551144196
"454",454,"ND","PTC","Point Chauncey",6,9,11,2018,"9/11/2018","Summer 2018","18-Sep",9,61,45,10,35,NA,4,5.139,0.896,0.227,1.011,0.127,0.034,7,23,122,2,0,0,"N","",23.3333333333333,0.666666666666667,11.1599297012302
"455",455,"BY","BYP","Brickyard Park",7,10,9,2018,"10/9/2018","Fall 2018","18-Oct",10,50,66,19,47,14.8,4,45.125,25.287,NA,11.002,3.578,NA,69,169,NA,NA,NA,NA,NA,"",28.9915966386555,NA,24.5404663923182
"456",456,"HS","HSB","Horseshoe Bay",6,10,9,2018,"10/9/2018","Fall 2018","18-Oct",10,80,100,20,80,13.4,4,26.796,13.559,NA,7.534,2.254,NA,45,72,NA,NA,NA,NA,NA,"",38.4615384615385,NA,23.0281977932162
"457",457,"HS","HSB","Horseshoe Bay",9,10,9,2018,"10/9/2018","Fall 2018","18-Oct",13,67,46,10,36,8.8,4,30.222,24.473,1.235,8.421,3.92,0.182,61,96,568,30,23,4,"N","",38.8535031847134,19,31.7640385706183
"458",458,"PC","PCY","Paradise Cay",9,12,5,2018,"12/5/2018","Fall 2018","18-Dec",13,96,40,20,20,12.5,4,5.466,0.071,NA,1.277,0.011,NA,2,46,NA,NA,NA,NA,NA,"",4.16666666666667,NA,0.854037267080745
"459",459,"ND","PTC","Point Chauncey",7,1,30,2019,"1/30/2019","Winter 2019","19-Jan",12,76,49,38,11,20.4,4,3.962,14.252,0.769,0.985,1.629,0.092,31,5,466,29,30,5,"Y","",86.1111111111111,21.3333333333333,62.318286151492
"460",460,"ND","PTC","Point Chauncey",10,1,30,2019,"1/30/2019","Winter 2019","19-Jan",15,87,40,33,7,20.4,4,9.825,9.046,NA,2.273,1.1,NA,25,42,NA,NA,NA,NA,NA,"",37.3134328358209,NA,32.6119181737326
"461",461,"PC","PCY","Paradise Cay",2,1,30,2019,"1/30/2019","Winter 2019","19-Jan",2,36,35,8,27,18,4,18.251,15.248,0.537,4.352,2.013,0.069,66,66,140,35,31,13,"N","",50,26.3333333333333,31.6260801256874
"462",462,"PC","PCY","Paradise Cay",3,1,30,2019,"1/30/2019","Winter 2019","19-Jan",3,82,31,19,12,29.9,4,29.718,18.226,0.424,7.535,2.487,0.052,88,131,406,31,4,4,"Y","",40.1826484018265,13,24.8154061065656
"463",463,"PC","PCY","Paradise Cay",5,1,30,2019,"1/30/2019","Winter 2019","19-Jan",9,55,37,16,21,21.9,4,9.24,2.822,NA,2.603,0.476,NA,14,52,NA,NA,NA,NA,NA,"",21.2121212121212,NA,15.4595647937642
"464",464,"PC","PCY","Paradise Cay",6,1,30,2019,"1/30/2019","Winter 2019","19-Jan",10,26,20,6,14,25.5,4,20.67,5.529,NA,5.172,0.754,NA,19,60,NA,NA,NA,NA,NA,"",24.0506329113924,NA,12.7235909551131
"465",465,"ND","PTC","Point Chauncey",1,3,15,2019,"3/15/2019","Winter 2019","19-Mar",2,30,16,2,14,14.3,4,10.925,0,NA,2.082,0,NA,0,62,NA,NA,NA,NA,NA,"",0,NA,0
"466",466,"ND","PTC","Point Chauncey",2,3,15,2019,"3/15/2019","Winter 2019","19-Mar",3,31,16,2,14,15.6,4,6.962,2.983,0.258,2.036,0.503,0.049,26,39,282,62,15,7,"N","",40,28,19.8109491925955
"467",467,"ND","PTC","Point Chauncey",3,3,15,2019,"3/15/2019","Winter 2019","19-Mar",4,85,27,7,20,23.5,4,26.532,17.048,NA,5.619,2.213,NA,104,116,NA,NA,NA,NA,NA,"",47.2727272727273,NA,28.255873340143
"468",468,"ND","PTC","Point Chauncey",5,3,15,2019,"3/15/2019","Winter 2019","19-Mar",7,12,3,1,2,12.6,4,3.651,2.957,NA,1.152,0.533,NA,16,18,NA,NA,NA,NA,NA,"",47.0588235294118,NA,31.6320474777448
"469",469,"HS","HSB","Horseshoe Bay",9,4,9,2019,"4/9/2019","Spring 2019","19-Apr",12,26,39,16,23,14.7,4,15.923,10.313,NA,3.801,1.29,NA,34,52,NA,NA,NA,NA,NA,"",39.5348837209302,NA,25.3388332351208
"470",470,"ND","PTC","Point Chauncey",2,4,11,2019,"4/11/2019","Spring 2019","19-Apr",3,14,5,4,1,16,4,13.01,12.637,1.004,2.68,1.174,0.078,42,74,396,23,19,29,"Y","",36.2068965517241,23.6666666666667,30.4618578100675
"471",471,"ND","PTC","Point Chauncey",4,4,11,2019,"4/11/2019","Spring 2019","19-Apr",6,16,24,8,16,12.5,4,8.377,1.838,NA,1.882,0.294,NA,9,35,NA,NA,NA,NA,NA,"",20.4545454545455,NA,13.5110294117647
"472",472,"ND","PTC","Point Chauncey",8,4,11,2019,"4/11/2019","Spring 2019","19-Apr",12,87,71,30,41,13.3,4,8.101,0,NA,1.733,0,NA,0,36,NA,NA,NA,NA,NA,"",0,NA,0
"473",473,"PC","PCY","Paradise Cay",5,4,11,2019,"4/11/2019","Spring 2019","19-Apr",8,14,16,12,4,23,4,14.573,7.589,1.18,3.315,0.609,0.09,21,57,398,17,15,6,"Y","",26.9230769230769,12.6666666666667,15.519877675841
"474",474,"BY","BYP","Brickyard Park",5,5,8,2019,"5/8/2019","Spring 2019","19-May",8,49,12,4,8,23.4,4,13.132,4.335,0.576,3.279,0.518,0.069,18,73,464,5,8,0,"Y","",19.7802197802198,4.33333333333333,13.6423492230708
"475",475,"ND","PTC","Point Chauncey",6,5,9,2019,"5/9/2019","Spring 2019","19-May",9,22,11,7,4,16.4,4,11.173,0.197,NA,2.513,0.039,NA,2,76,NA,NA,NA,NA,NA,"",2.56410256410256,NA,1.5282131661442
"476",476,"ND","PTC","Point Chauncey",10,5,9,2019,"5/9/2019","Spring 2019","19-May",15,31,43,13,30,NA,4,22.706,15.738,0.49,4.709,2.108,0.252,50,63,274,2,4,0,"Y","",44.2477876106195,2,30.9226932668329
"477",477,"BY","BYP","Brickyard Park",4,6,8,2019,"6/8/2019","Spring 2019","19-Jun",6,24,12,4,8,28,4,11.325,1.272,NA,4.426,0.425,NA,15,102,NA,NA,NA,NA,NA,"",12.8205128205128,NA,8.76108018965162
"478",478,"BY","BYP","Brickyard Park",5,6,8,2019,"6/8/2019","Spring 2019","19-Jun",7,36,35,4,31,22.5,4,47.364,29.501,0.505,12.001,4.137,0.081,119,249,428,21,26,6,"Y","",32.3369565217391,17.6666666666667,25.6351468583468
"479",479,"BY","BYP","Brickyard Park",7,6,8,2019,"6/8/2019","Spring 2019","19-Jun",10,36,7,4,3,21.5,4,13.429,0.945,NA,3.988,0.257,NA,13,103,NA,NA,NA,NA,NA,"",11.2068965517241,NA,6.05418138987044
"480",480,"ND","PTC","Point Chauncey",7,6,9,2019,"6/9/2019","Spring 2019","19-Jun",10,83,77,16,61,24.1,4,27.032,69.76,1.068,7.211,9.966,0.144,212,51,234,2,11,10,"Y","",80.6083650190114,7.66666666666667,58.0194446061594
"481",481,"ND","PTC","Point Chauncey",8,6,9,2019,"6/9/2019","Spring 2019","19-Jun",11,22,30,6,24,21.1,4,14.318,27.974,NA,3.3,3.015,NA,70,43,NA,NA,NA,NA,NA,"",61.9469026548673,NA,47.7434679334917
"482",482,"ND","PTC","Point Chauncey",9,6,9,2019,"6/9/2019","Spring 2019","19-Jun",14,10,8,3,5,15.1,4,8.576,5.093,NA,2.266,0.798,NA,34,62,NA,NA,NA,NA,NA,"",35.4166666666667,NA,26.0443864229765
"483",483,"HS","HSB","Horseshoe Bay",2,7,20,2019,"7/20/2019","Summer 2019","19-Jul",2,14,4,3,1,21.4,4,30.37,18.842,NA,6.527,2.353,NA,50,67,NA,NA,NA,NA,NA,"",42.7350427350427,NA,26.4977477477477
"484",484,"ND","PTC","Point Chauncey",6,7,21,2019,"7/21/2019","Summer 2019","19-Jul",9,11,4,0,4,14.5,4,2.104,3.843,0.515,0.704,0.77,0.099,7,0,362,0,9,0,"N","",100,3,52.2388059701493
"485",485,"PC","PCY","Paradise Cay",6,7,21,2019,"7/21/2019","Summer 2019","19-Jul",9,13,26,1,25,17.9,4,9.886,34.131,2.144,2.587,3.976,0.181,45,23,210,16,6,10,"Y","",66.1764705882353,10.6666666666667,60.5820508913607
"486",486,"PC","PCY","Paradise Cay",8,7,21,2019,"7/21/2019","Summer 2019","19-Jul",12,15,4,4,0,22.3,4,15.309,8.815,0.475,3.866,1.322,0.056,31,59,166,1,1,0,"N","",34.4444444444444,0.666666666666667,25.4818812644564
"487",487,"HS","HSB","Horseshoe Bay",2,8,4,2019,"8/4/2019","Summer 2019","19-Aug",2,11,8,2,6,10,4,2.433,1.19,NA,0.61,0.196,NA,2,9,NA,NA,NA,NA,NA,"",18.1818181818182,NA,24.317617866005
"488",488,"HS","HSB","Horseshoe Bay",5,8,4,2019,"8/4/2019","Summer 2019","19-Aug",7,60,18,9,9,16.6,4,6.521,21.47,NA,1.331,2.336,NA,80,7,NA,NA,NA,NA,NA,"",91.9540229885057,NA,63.7032997000273
"489",489,"ND","PTC","Point Chauncey",8,8,4,2019,"8/4/2019","Summer 2019","19-Aug",11,49,49,6,43,23.5,4,14.37,27.722,NA,4.03,3.985,NA,62,20,NA,NA,NA,NA,NA,"",75.609756097561,NA,49.7192763568309
"490",490,"HS","HSB","Horseshoe Bay",1,9,12,2019,"9/12/2019","Summer 2019","19-Sep",1,11,34,0,34,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No fucus after the 10m point on transect",NA,NA,NA
"491",491,"HS","HSB","Horseshoe Bay",3,9,12,2019,"9/12/2019","Summer 2019","19-Sep",6,15,11,6,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"492",492,"HS","HSB","Horseshoe Bay",4,9,12,2019,"9/12/2019","Summer 2019","19-Sep",7,71,43,16,27,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"493",493,"ND","PTC","Point Chauncey",7,9,12,2019,"9/12/2019","Summer 2019","19-Sep",9,50,88,2,86,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"494",494,"BY","BYP","Brickyard Park",2,8,6,2018,"8/6/2018","Summer 2018","18-Aug",4,65,218,18,200,NA,5,13.162,21.16,NA,3.418,3.241,NA,52,42,NA,NA,NA,NA,NA,"estimate small fucus = 200+",55.3191489361702,NA,48.67097161736
"495",495,"BY","BYP","Brickyard Park",3,8,6,2018,"8/6/2018","Summer 2018","18-Aug",5,82,224,24,200,NA,5,16.273,0.894,NA,4.234,1.934,NA,4,102,NA,NA,NA,NA,NA,"estimate small fucus = 200+",3.77358490566038,NA,31.3553826199741
"496",496,"BY","BYP","Brickyard Park",4,8,6,2018,"8/6/2018","Summer 2018","18-Aug",6,61,169,22,147,NA,5,14.643,7.345,NA,3.673,0.25,NA,25,100,NA,NA,NA,NA,NA,"",20,NA,6.37267397399949
"497",497,"BY","BYP","Brickyard Park",7,8,6,2018,"8/6/2018","Summer 2018","18-Aug",10,53,236,36,200,NA,5,15.736,4.255,0.406,3.816,0.811,0.749,19,89,210,1,0,4,"N","estimate small fucus = 200+",17.5925925925926,1.66666666666667,17.5275556516101
"498",498,"HS","HSB","Horseshoe Bay",5,8,6,2018,"8/6/2018","Summer 2018","18-Aug",10,51,49,11,38,NA,5,6.624,2.538,NA,1.46,0.374,NA,13,27,NA,NA,NA,NA,NA,"",32.5,NA,20.3925845147219
"499",499,"HS","HSB","Horseshoe Bay",6,8,6,2018,"8/6/2018","Summer 2018","18-Aug",11,66,111,84,27,NA,5,11.79,37.102,NA,2.921,5.502,NA,60,20,NA,NA,NA,NA,NA,"",75,NA,65.3211444853378
"500",500,"ND","PTC","Point Chauncey",9,12,5,2018,"12/5/2018","Fall 2018","18-Dec",12,51,39,22,17,19.4,5,11.195,14.136,0.704,2.519,1.95,0.112,56,30,504,45,30,42,"Y","",65.1162790697674,39,43.6339225777579
"501",501,"PC","PCY","Paradise Cay",10,12,5,2018,"12/5/2018","Fall 2018","18-Dec",14,70,53,18,35,20,5,19.095,9.594,NA,3.983,1.262,NA,18,83,NA,NA,NA,NA,NA,"",17.8217821782178,NA,24.0610104861773
"502",502,"BY","BYP","Brickyard Park",10,4,9,2019,"4/9/2019","Spring 2019","19-Apr",15,28,8,7,1,22.5,5,27.74,0.407,NA,7.005,0.076,NA,3,104,NA,NA,NA,NA,NA,"",2.80373831775701,NA,1.07329473238243
"503",503,"HS","HSB","Horseshoe Bay",8,4,9,2019,"4/9/2019","Spring 2019","19-Apr",11,73,24,16,8,22.8,5,17.861,14.423,1.491,4.035,1.729,0.154,39,70,734,23,36,67,"Y","",35.7798165137615,42,29.9965301873699
"504",504,"HS","HSB","Horseshoe Bay",10,4,9,2019,"4/9/2019","Spring 2019","19-Apr",14,59,54,18,36,0,5,36.438,37.352,NA,7.767,4.399,NA,98,96,NA,NA,NA,NA,NA,"",50.5154639175258,NA,36.1581456518165
"505",505,"ND","PTC","Point Chauncey",6,4,11,2019,"4/11/2019","Spring 2019","19-Apr",8,28,21,7,14,16.1,5,6.677,17.501,0.94,1.531,2.196,0.177,28,32,350,27,12,6,"Y","",46.6666666666667,15,58.9213844915482
"506",506,"BY","BYP","Brickyard Park",9,5,8,2019,"5/8/2019","Spring 2019","19-May",14,83,262,12,250,33.9,5,67.432,60.334,NA,16.051,6.153,NA,235,227,NA,NA,NA,NA,NA,"",50.8658008658009,NA,27.7112232030265
"507",507,"HS","HSB","Horseshoe Bay",1,5,8,2019,"5/8/2019","Spring 2019","19-May",1,13,10,3,7,24.1,5,8.676,19.576,NA,2.685,2.185,NA,64,12,NA,NA,NA,NA,NA,"Tons of ulva and masocarpus. Fucus looks very healthy and lush. Adult fucus thalli large",84.2105263157895,NA,44.8665297741273
"508",508,"HS","HSB","Horseshoe Bay",2,5,8,2019,"5/8/2019","Spring 2019","19-May",2,9,10,1,9,14.9,5,5.78,15.004,0.532,1.161,1.736,0.077,63,18,256,51,48,22,"Y","",77.7777777777778,40.3333333333333,59.9240593717639
"509",509,"HS","HSB","Horseshoe Bay",3,5,8,2019,"5/8/2019","Spring 2019","19-May",4,13,3,0,3,24.1,5,12.389,44.331,NA,3.276,4.575,NA,95,7,NA,NA,NA,NA,NA,"",93.1372549019608,NA,58.2728314864349
"510",510,"HS","HSB","Horseshoe Bay",4,5,8,2019,"5/8/2019","Spring 2019","19-May",5,47,15,11,4,24.8,5,25.926,58.809,NA,6.276,5.688,NA,125,47,NA,NA,NA,NA,NA,"",72.6744186046512,NA,47.542627883651
"511",511,"HS","HSB","Horseshoe Bay",5,5,8,2019,"5/8/2019","Spring 2019","19-May",7,72,35,32,3,18.5,5,16.4,64.249,2.449,3.735,7.637,0.273,180,47,780,54,42,53,"Y","",79.295154185022,49.6666666666667,67.1561730566303
"512",512,"HS","HSB","Horseshoe Bay",6,5,8,2019,"5/8/2019","Spring 2019","19-May",9,73,34,23,11,14.6,5,9.274,17.798,NA,2.146,2.091,NA,45,36,NA,NA,NA,NA,NA,"",55.5555555555556,NA,49.3509558649988
"513",513,"HS","HSB","Horseshoe Bay",7,5,8,2019,"5/8/2019","Spring 2019","19-May",11,34,14,2,12,20.5,5,15.686,49.762,2.049,3.872,5.615,0.208,100,31,624,87,58,76,"Y","",76.3358778625954,73.6666666666667,59.1862548750922
"514",514,"HS","HSB","Horseshoe Bay",8,5,8,2019,"5/8/2019","Spring 2019","19-May",12,49,14,10,4,10.7,5,2.036,0.467,NA,0.631,0.077,NA,2,5,NA,NA,NA,NA,NA,"",28.5714285714286,NA,10.8757062146893
"515",515,"HS","HSB","Horseshoe Bay",9,5,8,2019,"5/8/2019","Spring 2019","19-May",13,52,15,6,9,34.5,5,54.493,141.549,NA,11.346,14.213,NA,401,83,NA,NA,NA,NA,NA,"",82.8512396694215,NA,55.6085918854415
"516",516,"HS","HSB","Horseshoe Bay",10,5,8,2019,"5/8/2019","Spring 2019","19-May",14,78,41,37,4,26.8,5,36.874,56.357,NA,7.522,5.694,NA,151,104,NA,NA,NA,NA,NA,"",59.2156862745098,NA,43.0841404358354
"517",517,"ND","PTC","Point Chauncey",7,5,9,2019,"5/9/2019","Spring 2019","19-May",10,85,40,19,21,18.4,5,12.775,24.441,0.998,2.955,2.636,0.121,70,53,582,11,10,4,"Y","",56.9105691056911,8.33333333333333,47.1472008585226
"518",518,"ND","PTC","Point Chauncey",8,5,9,2019,"5/9/2019","Spring 2019","19-May",11,42,33,15,18,14.2,5,9.597,18.491,NA,2.25,2.021,NA,51,15,NA,NA,NA,NA,NA,"",77.2727272727273,NA,47.3191290095996
"519",519,"PC","PCY","Paradise Cay",3,5,9,2019,"5/9/2019","Spring 2019","19-May",6,56,13,12,1,24.9,5,20.091,11.328,NA,5.749,1.383,NA,66,76,NA,NA,NA,NA,NA,"",46.4788732394366,NA,19.3914750420639
"520",520,"PC","PCY","Paradise Cay",4,5,9,2019,"5/9/2019","Spring 2019","19-May",8,50,18,14,4,13.4,5,4.464,3.86,0.451,5.154,0.459,0.048,26,37,248,0,0,0,NA,"",41.2698412698413,0,8.17744521646179
"521",521,"PC","PCY","Paradise Cay",5,5,9,2019,"5/9/2019","Spring 2019","19-May",9,9,5,4,1,19.6,5,11.34,19.315,NA,3.059,1.905,NA,77,40,NA,NA,NA,NA,NA,"",65.8119658119658,NA,38.3763094278807
"522",522,"PC","PCY","Paradise Cay",6,5,9,2019,"5/9/2019","Spring 2019","19-May",10,62,13,12,1,19.1,5,27.937,27.46,NA,6.55,2.961,NA,160,126,NA,NA,NA,NA,NA,"",55.9440559440559,NA,31.1323730417411
"523",523,"PC","PCY","Paradise Cay",7,5,9,2019,"5/9/2019","Spring 2019","19-May",11,46,12,8,4,26.1,5,15.764,12.573,NA,3.618,1.395,NA,4,96,NA,NA,NA,NA,NA,"",4,NA,27.8276481149013
"524",524,"PC","PCY","Paradise Cay",8,5,9,2019,"5/9/2019","Spring 2019","19-May",13,48,14,13,1,22.5,5,32.218,34.95,NA,7.161,3.588,NA,116,159,NA,NA,NA,NA,NA,"",42.1818181818182,NA,33.3798492883059
"525",525,"PC","PCY","Paradise Cay",9,5,9,2019,"5/9/2019","Spring 2019","19-May",14,60,23,12,11,17.8,5,11.862,14.097,0.579,2.751,1.439,0.065,54,141,292,0,0,0,NA,"",27.6923076923077,0,34.3436754176611
"526",526,"PC","PCY","Paradise Cay",10,5,9,2019,"5/9/2019","Spring 2019","19-May",15,38,10,7,3,26.8,5,32.235,7.067,0.278,7.846,1.005,0.035,52,166,170,0,0,0,NA,"",23.8532110091743,0,11.3546491921817
"527",527,"BY","BYP","Brickyard Park",6,6,8,2019,"6/8/2019","Spring 2019","19-Jun",8,42,7,5,2,25,5,24.824,15.302,NA,5.835,1.781,NA,64,120,NA,NA,NA,NA,NA,"",34.7826086956522,NA,23.3849789915966
"528",528,"HS","HSB","Horseshoe Bay",1,6,8,2019,"6/8/2019","Spring 2019","19-Jun",1,45,17,9,8,24.1,5,7.53,12.844,NA,1.93,1.422,NA,35,51,NA,NA,NA,NA,NA,"Sunny and hot --> crunchy dry fucus. Lots of mascrocarpus, spider webs in fucus beds.",40.6976744186046,NA,42.4224343675418
"529",529,"HS","HSB","Horseshoe Bay",2,6,8,2019,"6/8/2019","Spring 2019","19-Jun",2,9,18,12,6,14.9,5,20.227,35.683,NA,5.43,5.584,NA,110,78,NA,NA,NA,NA,NA,"",58.5106382978723,NA,50.6991102233521
"530",530,"HS","HSB","Horseshoe Bay",3,6,8,2019,"6/8/2019","Spring 2019","19-Jun",3,46,29,18,11,24.1,5,35.045,78.717,NA,7.726,9.305,NA,183,81,NA,NA,NA,NA,NA,"",69.3181818181818,NA,54.6356643767248
"531",531,"HS","HSB","Horseshoe Bay",4,6,8,2019,"6/8/2019","Spring 2019","19-Jun",5,19,12,5,7,24.8,5,27.684,71.897,0.995,6.233,8.956,0.104,148,72,496,47,34,22,"Y","",67.2727272727273,34.3333333333333,58.9637237474488
"532",532,"HS","HSB","Horseshoe Bay",5,6,8,2019,"6/8/2019","Spring 2019","19-Jun",7,48,21,13,8,18.5,5,14.026,54.377,NA,3.171,6.616,NA,103,12,NA,NA,NA,NA,NA,"",89.5652173913044,NA,67.5998773883723
"533",533,"HS","HSB","Horseshoe Bay",6,6,8,2019,"6/8/2019","Spring 2019","19-Jun",8,83,34,20,14,14.6,5,17.025,49.38,NA,3.635,4.957,NA,110,37,NA,NA,NA,NA,NA,"",74.8299319727891,NA,57.6932029795158
"534",534,"PC","PCY","Paradise Cay",1,6,9,2019,"6/9/2019","Spring 2019","19-Jun",2,35,7,3,4,23.1,5,12.833,25.54,NA,3.491,3.254,NA,75,64,NA,NA,NA,NA,NA,"Hot out. Juvenile band still present",53.9568345323741,NA,48.24314306894
"535",535,"PC","PCY","Paradise Cay",3,6,9,2019,"6/9/2019","Spring 2019","19-Jun",5,26,11,3,8,2.1,5,13.981,9.442,0.456,3.502,1.304,0.064,55,56,270,5,5,3,"N","",49.5495495495495,4.33333333333333,27.1327507282564
"536",536,"PC","PCY","Paradise Cay",4,6,9,2019,"6/9/2019","Spring 2019","19-Jun",6,20,4,2,2,25.4,5,31.091,113.67,NA,7.402,9.577,NA,219,97,NA,NA,NA,NA,NA,"",69.3037974683544,NA,56.4049708463396
"537",537,"PC","PCY","Paradise Cay",5,6,9,2019,"6/9/2019","Spring 2019","19-Jun",7,31,6,3,3,22.6,5,9.863,14.29,0.574,3.147,2.503,0.111,52,36,232,2,4,0,"N","",59.0909090909091,2,44.3008849557522
"538",538,"PC","PCY","Paradise Cay",6,6,9,2019,"6/9/2019","Spring 2019","19-Jun",8,35,10,7,3,24.1,5,14.185,65.338,NA,3.227,5.676,NA,120,54,NA,NA,NA,NA,NA,"",68.9655172413793,NA,63.7537908570145
"539",539,"PC","PCY","Paradise Cay",7,6,9,2019,"6/9/2019","Spring 2019","19-Jun",10,31,4,2,2,27.5,5,29.205,69.21,NA,7.42,7.135,NA,159,80,NA,NA,NA,NA,NA,"",66.5271966527197,NA,49.0209549982824
"540",540,"PC","PCY","Paradise Cay",8,6,9,2019,"6/9/2019","Spring 2019","19-Jun",11,22,6,2,4,20.4,5,13.954,34.878,NA,3.183,3.847,NA,58,36,NA,NA,NA,NA,NA,"",61.7021276595745,NA,54.7226173541963
"541",541,"PC","PCY","Paradise Cay",9,6,9,2019,"6/9/2019","Spring 2019","19-Jun",13,21,4,2,2,26.1,5,17.073,30.871,0.356,4.987,5.353,0.065,105,45,242,2,3,0,"N","",70,1.66666666666667,51.7698259187621
"542",542,"PC","PCY","Paradise Cay",10,6,9,2019,"6/9/2019","Spring 2019","19-Jun",14,32,6,5,1,29.7,5,20.408,45.198,NA,5.823,7.845,NA,137,74,NA,NA,NA,NA,NA,"",64.9289099526066,NA,57.396839332748
"543",543,"HS","HSB","Horseshoe Bay",1,7,20,2019,"7/20/2019","Summer 2019","19-Jul",1,12,8,3,5,23.3,5,45.646,27.004,0.75,11.598,3.181,0.1,53,49,242,63,61,54,"N","",51.9607843137255,59.3333333333333,21.5237837472089
"544",544,"HS","HSB","Horseshoe Bay",3,7,20,2019,"7/20/2019","Summer 2019","19-Jul",4,70,33,16,17,25,5,10.431,0,NA,2.291,0,NA,0,45,NA,NA,NA,NA,NA,"",0,NA,0
"545",545,"HS","HSB","Horseshoe Bay",6,7,20,2019,"7/20/2019","Summer 2019","19-Jul",8,54,27,15,12,28.3,5,29.803,11.604,NA,7.242,1.717,NA,90,76,NA,NA,NA,NA,NA,"",54.2168674698795,NA,19.1650853889943
